"feature_name","logFC","AveExpr","t","P.Value","adj.P.Val","B","Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_mean","sample_to_blank_ratio","number_detected","comparison","higher_in","result_category"
"F1201_mz164.057_rt0.8",4.16608632171749,11.3138337134631,1.00308368545931,0.362335970413199,0.404297672869139,-6.61679728997883,1201,0.8,164.05702,"Unknown","[M+H]+","ion correlated with 2115; ion correlated with 2464",0.071,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",31.52,1738.33333333333,118.866232272901,16,"Exudate vs Leaf","Exudate","Not selected"
"F4259_mz420.8054_rt0.42",-0.485924902739052,16.6362950056773,-0.976316111271874,0.37420601097832,0.416978570139717,-6.64319331064116,4259,0.416,420.80542,"Unknown","[M+H]+","ion correlated with 4169; ion correlated with 4582; ion correlated with 4589; ion correlated with 4787; ion correlated with 3927; ion correlated with 4463; ion correlated with 4476; ion correlated with 4725; ion correlated with 4731; ion correlated with 1230; ion correlated with 4249; ion correlated with 3230; ion correlated with 998; ion correlated with 1872; ion correlated with 4124; ion correlated with 3142",0.107,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",4852.16,0,285407,19,"Exudate vs Leaf","Leaf","Not selected"
"F1527_mz186.1128_rt0.92",-0.560820627211344,15.0246831375033,-0.975911903126762,0.37438767829678,0.416978570139717,-6.64358823809848,1527,0.917,186.11282,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",23.12,13136.3333333333,10.1939257079062,18,"Exudate vs Leaf","Leaf","Not selected"
"F4582_mz488.7899_rt0.42",0.275471200784541,17.730565304533,0.95911241901859,0.382002044053561,0.425069185592138,-6.65990376707545,4582,0.416,488.78992,"Unknown","[M+H]+","ion correlated with 4156; ion correlated with 3927; ion correlated with 4463; ion correlated with 4725; ion correlated with 3142; ion correlated with 3708",0.107,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",8164.36,0,513165,23,"Exudate vs Leaf","Exudate","Not selected"
"F3706_mz352.8832_rt0.42",0.63505311144701,15.8196454486975,0.94432480173019,0.388808269427452,0.432246555938578,-6.67410466132505,3706,0.416,352.88318,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2876.59,0,143831,19,"Exudate vs Leaf","Exudate","Not selected"
"F1691_mz197.1289_rt1.06",4.61828121474173,13.2269140601076,0.939363884225296,0.391113431155962,0.434411441375424,-6.67883456571843,1691,1.062,197.12888,"Unknown","[M+H]+","ion correlated with 2975; ion correlated with 2762; ion correlated with 966",0.5,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",378.44,6920.66666666667,579.433132675175,22,"Exudate vs Leaf","Exudate","Not selected"
"F2856_mz284.0995_rt0.88",-0.433432787627617,15.2460931054412,-0.938220340812775,0.391646352570921,0.434605733108865,-6.67992240359255,2856,0.88,284.09949,"Unknown","[M+H]+","ion correlated with 1049; ion correlated with 924; similar chromatogram in higher mz_4400",0.464,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1270.15,0,9523319,24,"Exudate vs Leaf","Leaf","Not selected"
"F300_mz99.0918_rt0.73",3.99508508016913,11.576809211257,0.923320049874003,0.398643697383637,0.441966619747704,-6.69401213747463,300,0.732,99.09181,"Unknown","[M+H]+",NA,0.179,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",30.83,1085.33333333333,1191.67382632709,19,"Exudate vs Leaf","Exudate","Not selected"
"F3235_mz311.1582_rt1.19",-3.6167655802884,10.6878710313575,-0.898948080410433,0.410303452277213,0.45447845900049,-6.71671403120026,3235,1.189,311.1582,"Unknown","[M+H]+","ion correlated with 2194; ion correlated with 2707; ion correlated with 2166; ion correlated with 2946; ion correlated with 2392; ion correlated with 2358; ion correlated with 1768",0.107,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",488.15,1189.33333333333,1715.22290674881,19,"Exudate vs Leaf","Leaf","Not selected"
"F2540_mz260.1498_rt1.03",4.09368635750239,11.8038266262973,0.892603714347919,0.413382409628806,0.457471508923766,-6.72255239221251,2540,1.034,260.14978,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",62.46,5025.66666666667,22.2103448275862,21,"Exudate vs Leaf","Exudate","Not selected"
