"feature_name","logFC","AveExpr","t","P.Value","adj.P.Val","B","Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_mean","sample_to_blank_ratio","number_detected","comparison","higher_in","result_category"
"F2960_mz290.1239_rt0.5",1.77173381802389,18.2540497563755,2.16588981724854,0.0823304998344236,0.188232103915921,-4.93345625447481,2960,0.498,290.1239,"Unknown","[M+H]+",NA,0.25,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",272.84,0,909564,10,"Fungi old vs Fungal out","Fungi old","Not selected"
"F3088_mz300.1196_rt0.88",1.59327229048373,18.8955520096019,2.16303956241832,0.0826280635063829,0.188635253266886,-4.93720934624804,3088,0.88,300.11963,"Unknown","[M+H]+","ion correlated with 2942; ion correlated with 2513",0.214,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",155.63,0,1373800,13,"Fungi old vs Fungal out","Fungi old","Not selected"
"F2326_mz244.1295_rt0.48",-0.411920567795608,19.0315429652996,-2.16236067514702,0.0826991067316035,0.188635253266886,-4.93810326360685,2326,0.475,244.12953,"Unknown","[M+H]+","ion correlated with 1270; ion correlated with 1971; ion correlated with 1809; ion correlated with 1344; ion correlated with 2140",0.071,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",123.62,2020.66666666667,353.564715581204,14,"Fungi old vs Fungal out","Fungal out","Not selected"
"F291_mz99.0442_rt0.47",-0.444854072847047,19.3981799627864,-2.16178002632015,0.0827599210441929,0.188635253266886,-4.93886782278722,291,0.47,99.04417,"Unknown","[M+H]+","found in higher mz's MsMs_2833",0.357,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",32.98,216857.333333333,5.92407485685739,24,"Fungi old vs Fungal out","Fungal out","Not selected"
"F3638_mz347.1242_rt1.11",0.989178199561644,13.7724497590083,2.16035924677324,0.0829089266334763,0.188697652887507,-4.94073859429366,3638,1.11,347.12421,"Unknown","[M+H]+","ion correlated with 4052; ion correlated with 3741; ion correlated with 3349; ion correlated with 3962; ion correlated with 2128; ion correlated with 392; ion correlated with 3757; ion correlated with 3830; ion correlated with 819; ion correlated with 3823; ion correlated with 3140; ion correlated with 4693; ion correlated with 3680; ion correlated with 4167; ion correlated with 4019; ion correlated with 4724; ion correlated with 3194; ion correlated with 4640; ion correlated with 4647; ion correlated with 4838; ion correlated with 4192; ion correlated with 2871; ion correlated with 3143; ion correlated with 4250",0.107,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",194.12,0,475742,16,"Fungi old vs Fungal out","Fungi old","Not selected"
"F1977_mz217.0686_rt0.48",0.78676667379788,18.6573143169988,2.1599102087594,0.0829560790645881,0.188697652887507,-4.94132984790932,1977,0.48,217.0686,"Unknown","[M+H]+","ion correlated with 1657; ion correlated with 1901",0.536,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",129.63,3379.66666666667,1254.25527509367,21,"Fungi old vs Fungal out","Fungi old","Not selected"
"F2296_mz241.9999_rt0.39",-0.450340586825677,20.6545473601855,-2.1571254374483,0.0832491370847114,0.189171819635584,-4.94499653795649,2296,0.393,241.99988,"Unknown","[M+H]+",NA,0.857,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1384.11,0,10563256,24,"Fungi old vs Fungal out","Fungal out","Not selected"
"F3020_mz295.103_rt1.23",1.81481662234771,15.3758348295125,2.15603479130097,0.0833642111925967,0.189240991093042,-4.94643255972323,3020,1.234,295.10297,"Unknown","[M+H]+","similar chromatogram in higher mz_4871; similar chromatogram in higher mz_4825; similar chromatogram in higher mz_4620",0.214,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",63.87,0,235987,20,"Fungi old vs Fungal out","Fungi old","Not selected"
"F1443_mz180.1021_rt1.03",-1.52744008714479,18.0436675016179,-2.15442887403064,0.0835339585900382,0.1894340075125,-4.94854699722825,1443,1.033,180.1021,"Unknown","[M+H]+",NA,0.071,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",82.67,34936.6666666667,35.1442759962982,24,"Fungi old vs Fungal out","Fungal out","Not selected"
"F2234_mz236.1284_rt1.32",-1.17488517499298,17.4203947018621,-2.14978311627422,0.0840270866152448,0.190313580387797,-4.95466366386622,2234,1.324,236.12836,"Unknown","[M+H]+",NA,0.25,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",40.68,0,447738,15,"Fungi old vs Fungal out","Fungal out","Not selected"
